PriorityRank,customerID,ChurnProbability,RiskTier,CustomerSegment,tenure,MonthlyCharges,Contract,PaymentMethod,InternetService,TechSupport,LifecycleStage,SharedDriver,CustomerValue,RevenueAtRisk,ExpectedSavedRevenue,CampaignCost,ExpectedNetBenefit,DominantRiskDriver,SecondaryLever,RecommendedRetentionAction
410,6996-KNSML,0.7403,High Risk,New High-Spend,1,74.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,898.8000000000001,665.3816400000001,199.614492,15.0,184.614492,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
411,3422-GALYP,0.6979,High Risk,New High-Spend,2,79.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,953.4000000000001,665.37786,199.613358,15.0,184.613358,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
412,6127-ISGTU,0.6522,High Risk,New High-Spend,16,84.95,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1019.4000000000001,664.8526800000001,199.45580400000003,15.0,184.45580400000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
413,3191-CSNMG,0.6862,High Risk,New High-Spend,3,80.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,968.4000000000001,664.5160800000001,199.35482400000004,15.0,184.35482400000004,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
414,6435-SRWBJ,0.6692,High Risk,New High-Spend,5,82.75,Month-to-month,Electronic check,Fiber optic,Yes,Onboarding window (0-12 months),Month-to-month contract,993.0,664.5156000000001,199.35468,15.0,184.35468,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
415,7180-PISOG,0.7433,High Risk,New High-Spend,1,74.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,894.0,664.5101999999999,199.35305999999997,15.0,184.35305999999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
416,4706-AXVKM,0.653,High Risk,New High-Spend,11,84.8,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1017.5999999999999,664.4928,199.34784,15.0,184.34784,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
417,3296-SILRA,0.7243,High Risk,New High-Spend,1,76.4,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,916.8000000000001,664.0382400000001,199.21147200000001,15.0,184.21147200000001,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
418,6357-JJPQT,0.6873,High Risk,New High-Spend,3,80.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,966.0,663.9318000000001,199.17954,15.0,184.17954,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
419,4822-NGOCH,0.6547,High Risk,New High-Spend,13,84.45,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1013.4000000000001,663.47298,199.04189399999998,15.0,184.04189399999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
420,5357-TZHPP,0.6549,High Risk,New High-Spend,9,84.4,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1012.8000000000001,663.28272,198.984816,15.0,183.984816,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
421,8372-JUXUI,0.743,High Risk,New High-Spend,1,74.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,892.1999999999999,662.9046,198.87138,15.0,183.87138,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
422,8473-VUVJN,0.7499,High Risk,New High-Spend,1,73.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,883.8000000000001,662.7616200000001,198.82848600000003,15.0,183.82848600000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
423,5054-IEXZT,0.7321,High Risk,New High-Spend,1,75.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,904.1999999999999,661.9648199999999,198.58944599999998,15.0,183.58944599999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
424,6513-EECDB,0.75,High Risk,New High-Spend,1,73.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,882.5999999999999,661.9499999999999,198.58499999999998,15.0,183.58499999999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
425,7563-BIUPC,0.6843,High Risk,New High-Spend,5,80.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,967.1999999999999,661.85496,198.556488,15.0,183.556488,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
426,8808-ELEHO,0.6787,High Risk,New High-Spend,8,81.25,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,975.0,661.7325,198.51975,15.0,183.51975,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
427,0689-NKYLF,0.6625,High Risk,New High-Spend,13,83.2,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,998.4000000000001,661.44,198.43200000000002,15.0,183.43200000000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
428,2959-MJHIC,0.6855,High Risk,New High-Spend,4,80.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,964.1999999999999,660.9590999999999,198.28772999999998,15.0,183.28772999999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
429,7074-IEVOJ,0.6937,High Risk,New High-Spend,3,79.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,952.8000000000001,660.95736,198.287208,15.0,183.287208,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
430,4210-QFJMF,0.6942,High Risk,New High-Spend,4,79.15,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,949.8000000000001,659.35116,197.805348,15.0,182.805348,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
431,3765-JXVKY,0.7348,High Risk,New High-Spend,1,74.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,896.4000000000001,658.6747200000001,197.60241600000003,15.0,182.60241600000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
432,6086-ESGRL,0.6843,High Risk,New High-Spend,1,80.15,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,961.8000000000001,658.15974,197.447922,15.0,182.447922,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
433,5949-XIKAE,0.6562,High Risk,New High-Spend,8,83.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1002.5999999999999,657.90612,197.371836,15.0,182.371836,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
434,5561-NWEVX,0.6918,High Risk,New High-Spend,2,79.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,950.4000000000001,657.48672,197.246016,15.0,182.246016,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
435,5564-NEMQO,0.727,High Risk,New High-Spend,1,75.3,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,903.5999999999999,656.9171999999999,197.07515999999995,15.0,182.07515999999995,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
436,9399-APLBT,0.7316,High Risk,New High-Spend,1,74.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,896.4000000000001,655.8062400000001,196.74187200000003,15.0,181.74187200000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
437,4274-OWWYO,0.7344,High Risk,New High-Spend,1,74.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,892.1999999999999,655.23168,196.569504,15.0,181.569504,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
438,6960-HVYXR,0.7183,High Risk,New High-Spend,1,76.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,912.0,655.0896,196.52688,15.0,181.52688,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
439,4806-KEXQR,0.6828,High Risk,New High-Spend,4,79.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,958.8000000000001,654.66864,196.400592,15.0,181.400592,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
440,2982-IHMFT,0.7324,High Risk,New High-Spend,1,74.45,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,893.4000000000001,654.3261600000001,196.29784800000002,15.0,181.29784800000002,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
441,9050-IKDZA,0.6686,High Risk,New High-Spend,2,81.5,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,978.0,653.8908,196.16724,15.0,181.16724,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
442,9231-ZJYAM,0.691,High Risk,New High-Spend,4,78.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,946.1999999999999,653.8241999999999,196.14725999999996,15.0,181.14725999999996,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
443,2789-HQBOU,0.6781,High Risk,New High-Spend,3,80.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,964.1999999999999,653.82402,196.147206,15.0,181.147206,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
444,9897-KXHCM,0.6781,High Risk,New High-Spend,3,80.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,963.5999999999999,653.41716,196.02514799999997,15.0,181.02514799999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
445,6786-OBWQR,0.6724,High Risk,New High-Spend,5,80.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,970.1999999999999,652.36248,195.708744,15.0,180.708744,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
446,5445-UTODQ,0.6702,High Risk,New High-Spend,7,81.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,973.1999999999999,652.2386399999999,195.67159199999998,15.0,180.67159199999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
447,1678-FYZOW,0.6845,High Risk,New High-Spend,3,79.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,952.8000000000001,652.1916,195.65748,15.0,180.65748,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
